trade_id,ticker,company_name,exchange,sector,trade_date,open_price_inr,high_price_inr,low_price_inr,close_price_inr,prev_close_inr,volume,market_cap_cr,pe_ratio,pb_ratio,dividend_yield,beta,52w_high_inr,52w_low_inr,nifty50_weight,portfolio,analyst_rating,shares_held,purchase_price_inr,currency
IN001520,HINDUNILVR,Hindustan Unilever,NSE,FMCG,09-06-2023,2513.46,2566.13,2453.42,2456.04,2458.4,1269404,1713124.45,52.35,4.14,1.947,1.148,3408.62,1907.07,1.2,NIFTY50_PORTFOLIO,BUY,997,1976.5,INR
IN000858,INFY,Infosys,NSE,TECHNOLOGY,09-06-2023,1515.37,1591.47,1471.28,1565.65,1554.39,2388298,778928.23,71.99,1.63,1.383,0.812,1879.9,953.7,2.3,MIDCAP_PORTFOLIO,BUY,1889,1411.46,INR
IN000886,INFY,Infosys,NSE,TECHNOLOGY,09-06-2023,1452.52,1476.56,1367.37,1371.6,1402.07,1704879,979706.81,14.84,14.88,1.888,1.037,1894.14,1150.81,5.1,MIDCAP_PORTFOLIO,HOLD,1353,1627.36,INR
IN000888,INFY,Infosys,NSE,TECHNOLOGY,09-06-2023,1486.71,1570.45,1455.83,1564.52,1518.08,695888,1471993.2,53.16,8.085,0.543,0.709,2023.97,996.39,1.2,SECTORAL_PORTFOLIO,HOLD,100,1447.54,INR
IN000625,SBIN,State Bank of India,NSE,FINANCE,09-06-2023,578.38,592.55,531.69,542.88,534.82,2973733,211770.65,34.34,11.83,3.073,1.463,778.95,420.12,0.5,MIDCAP_PORTFOLIO,BUY,906,585.11,INR
IN000629,SBIN,State Bank of India,NSE,FINANCE,09-06-2023,586.55,608,580.73,586.55,587.59,2750470,363437.4,44,11.27,3.662,1.027,782.3,533.25,2.3,NIFTY50_PORTFOLIO,BUY,1026,703.67,INR
IN000644,SBIN,State Bank of India,NSE,FINANCE,09-06-2023,583.44,599.58,535.64,547.61,538.6,4516338,273199.57,57.46,12.46,3.377,1.264,667.91,465.4,5.1,SECTORAL_PORTFOLIO,BUY,1517,569.95,INR
IN000663,SBIN,State Bank of India,NSE,FINANCE,09-06-2023,586.69,603.25,572.24,602.45,596.3,725714,508967.14,69.99,8.15,1.8405,1.055,682.1,406,1.2,SECTORAL_PORTFOLIO,SELL,311,674.42,INR
IN004571,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,09-06-2023,1215.67,1264.94,1204.77,1255.26,1264.34,1839180,797348.99,51.17,4.94,3.147,1.355,1287.16,941.32,2.3,MIDCAP_PORTFOLIO,BUY,1411,1326.3,INR
IN001638,WIPRO,Wipro,BSE,TECHNOLOGY,09-06-2023,509.98,529.06,498.13,522.87,513.23,4483042,103238.27,72.31,4.59,3.37,0.826,636.03,377.91,1.2,SECTORAL_PORTFOLIO,SELL,613,456.4,INR
IN001648,WIPRO,Wipro,BSE,TECHNOLOGY,09-06-2023,513.4,552.13,501.13,537.73,554.52,4397619,99576.18,11.25,5.12,3.693,0.927,638.47,438.65,5.1,MIDCAP_PORTFOLIO,BUY,1041,513.23,INR
IN001663,WIPRO,Wipro,BSE,TECHNOLOGY,09-06-2023,509.44,521.11,491.97,494.33,508.31,1442559,201115.45,70.02,11.21,3.015,1.946,667.24,345.11,3.5,SECTORAL_PORTFOLIO,HOLD,213,498.59,INR
IN001678,WIPRO,Wipro,BSE,TECHNOLOGY,09-06-2023,493.91,507.86,473.29,474.36,457.05,4110455,254061.99,35.12,7.05,2.913,0.964,678.33,312.75,3.5,SECTORAL_PORTFOLIO,BUY,1473,426.44,INR
IN002158,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,10-06-2023,2938.63,3025.64,2815.27,2890.53,2862.7,4036808,1583748.83,50.39,14.46,1.688,0.872,3641.18,2283.17,1.2,SECTORAL_PORTFOLIO,BUY,39,2360.46,INR
IN002163,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,10-06-2023,3095.16,3304.44,3014.03,3228.66,3198.22,2530314,583323.03,76.5,8.53,2.185,1.974,3354.22,2124.2,5.1,MIDCAP_PORTFOLIO,BUY,606,2391.37,INR
IN004142,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,10-06-2023,1526.33,1552.34,1385.39,1420.7,1371.58,805604,1114430.64,45.33,8.71,0.059,1.466,1710.01,1242.46,0,NIFTY50_PORTFOLIO,BUY,96,1174.34,INR
IN003813,NTPC,NTPC Limited,NSE,UTILITIES,10-06-2023,363.8,395.02,358.57,384.97,387.98,1594894,115796.88,57.49,2.29,2.007,1.629,431.96,272,0,MIDCAP_PORTFOLIO,BUY,48,400.88,INR
IN003827,NTPC,NTPC Limited,NSE,UTILITIES,10-06-2023,354.76,386.94,349.16,354.76,372.8,2137484,291869.67,40.8,12.03,2.343,0.685,427.02,266,0.5,NIFTY50_PORTFOLIO,HOLD,1001,431.78,INR
IN003853,NTPC,NTPC Limited,NSE,FMCG,10-06-2023,346.64,352.44,315.05,323.22,328.32,3813927,179918,26.23,9.37,2.035,1.442,382.21,220.76,5.1,MIDCAP_PORTFOLIO,HOLD,1214,382.65,INR
IN003990,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,10-06-2023,273.37,292.69,266.94,289.18,291.58,1988669,192507.14,9.28,14.05,1.878,0.776,300.85,195.51,0.5,SECTORAL_PORTFOLIO,HOLD,1534,219.46,INR
IN003993,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,10-06-2023,273.42,297.35,268.85,289.65,296.31,4975375,55041.89,16.04,13.49,2.037,1.146,349.62,211.83,2.3,MIDCAP_PORTFOLIO,SELL,979,300.52,INR
IN004011,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,10-06-2023,269.01,276.05,243.26,250.37,249.96,4184793,206605.33,77.13,8.31,0.328,1.078,369.82,236.88,2.3,MIDCAP_PORTFOLIO,BUY,1365,284.88,INR
IN004012,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,10-06-2023,268.83,279.19,262.35,268.83,286.3,244437,241638.07,23.87,4.6,1.3,0.738,344,206.19,1.2,SECTORAL_PORTFOLIO,BUY,1565,343.13,INR
IN004031,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,10-06-2023,285.48,291.27,278.66,290.24,299.13,2028395,123783.02,12.48,13.73,3.926,0.497,377.05,225.61,0,SECTORAL_PORTFOLIO,HOLD,1224,298.45,INR
IN004692,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,10-06-2023,1187.89,1210.46,1139.58,1170.47,1216.67,4740451,700529.6,34.53,5.52,0.994,1.139,1639.6,805.71,3.5,SECTORAL_PORTFOLIO,SELL,1387,1178.85,INR
IN004712,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,10-06-2023,1196.74,1220.77,1169.97,1202.13,1202.65,4667096,768568.8,45.51,3.87,3.074,1.144,1302.58,1109.97,0.5,MIDCAP_PORTFOLIO,BUY,1562,1422.3,INR
IN002301,WIPRO,Wipro,BSE,TECHNOLOGY,10-06-2023,507.62,538.46,502.29,534.75,545.34,2171281,195813.64,59.86,7.6,0.04,0.639,659.04,302.34,1.2,MIDCAP_PORTFOLIO,HOLD,781,594.17,INR
IN000624,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,11-06-2023,2711.15,2743.42,2672.05,2742.81,2715.18,4951544,1661856.86,60.3,14.48,0.727,1.96,3795.52,1879.39,0,SECTORAL_PORTFOLIO,BUY,1846,2877.21,INR
IN002139,ICICIBANK,ICICI Bank,BSE,FINANCE,11-06-2023,992.03,1089.39,964.51,1058.01,1030.37,4357000,108949.97,77.32,3.61,0.057,1.189,1218.62,881.89,0.5,SECTORAL_PORTFOLIO,BUY,805,889.45,INR
IN002150,ICICIBANK,ICICI Bank,NSE,FINANCE,11-06-2023,911.71,942.16,908.27,927.36,903.28,3672242,154086.45,51.03,7.67,1.799,1.984,1117.23,630.27,1.2,NIFTY50_PORTFOLIO,HOLD,165,747.69,INR
IN002152,ICICIBANK,ICICI Bank,NSE,FINANCE,11-06-2023,914.78,967.09,903.84,949.28,968.86,4296114,382912.03,44.145,7.5,3.494,0.899,1245.52,868.7,0.5,NIFTY50_PORTFOLIO,BUY,1022,1019.09,INR
IN001395,TECHM,Tech Mahindra,NSE,TECHNOLOGY,11-06-2023,1354.8,1370.91,1345.84,1358.59,1315.15,3618783,699097.98,42.56,2.49,0.428,0.68,1410.24,1188.57,2.3,SECTORAL_PORTFOLIO,BUY,1834,1093.55,INR
IN001431,TECHM,Tech Mahindra,NSE,TECHNOLOGY,11-06-2023,1323.74,1437.56,1294.98,1401.25,1436.07,2395139,905670.82,21.2,1.39,2.55,0.989,1697.98,1209.09,3.5,MIDCAP_PORTFOLIO,BUY,1639,986.16,INR
IN001443,TECHM,Tech Mahindra,NSE,TECHNOLOGY,11-06-2023,1317.99,1334.36,1262.45,1284.4,1335.01,4036987,1046865.56,61.62,5.93,1.946,1.515,1379.8,1100.74,3.5,NIFTY50_PORTFOLIO,HOLD,907,1539.38,INR
IN001446,TECHM,Tech Mahindra,NSE,TECHNOLOGY,11-06-2023,1359.73,1451.24,1334.96,1446.23,1424.35,2395139,639864.1,19.34,3.18,0.037,1.841,1777.21,1019.08,3.5,NIFTY50_PORTFOLIO,BUY,1726,1356.56,INR
IN001454,TECHM,Tech Mahindra,NSE,TECHNOLOGY,11-06-2023,1310.12,1327.53,1261.22,1268.02,1270.34,182872,554011.98,71.12,9.94,3.153,0.802,1494.1,1101.4,0.5,NIFTY50_PORTFOLIO,BUY,1213,1360.71,INR
IN002631,BHARTIARTL,Bharti Airtel,NSE,TELECOMMUNICATION,12-06-2023,928.22,946.68,909.34,936.92,966.78,1425946,861381.8,48.025,3.31,0.633,1.264,1032.85,625.18,1.2,MIDCAP_PORTFOLIO,BUY,726,867.87,INR
IN004678,ICICIBANK,ICICI Bank,NSE,FINANCE,12-06-2023,956.1,1021.68,952.36,1018.04,1037.56,2361223,241437.52,21.27,5.24,2.494,1.825,1103.49,735.45,2.3,NIFTY50_PORTFOLIO,BUY,383,865.5,INR
IN004699,ICICIBANK,ICICI Bank,NSE,FINANCE,12-06-2023,906.74,915.9,873.02,879.25,848.86,1236515,100566.27,66.97,7.5,1.035,0.952,1204.05,790.01,2.3,NIFTY50_PORTFOLIO,BUY,199,1166.86,INR
IN004704,ICICIBANK,ICICI Bank,NSE,FINANCE,12-06-2023,979.04,982.54,951.1,955.17,986.53,1769459,255819.63,26.95,7.5,3.573,0.939,1203.86,772.47,5.1,SECTORAL_PORTFOLIO,BUY,711,785.06,INR
IN004707,ICICIBANK,ICICI Bank,NSE,FINANCE,12-06-2023,943.56,950.4,921.44,943.56,935.83,226893,250539.98,33.79,5.74,2.851,1.513,1171.99,765.19,3.5,SECTORAL_PORTFOLIO,BUY,442,792.04,INR
IN004716,ICICIBANK,ICICI Bank,NSE,FINANCE,12-06-2023,994.84,1050.49,983.35,1024.31,1048.37,2327463,802233.01,52.95,7.22,1.72,0.797,1122.54,650.2,0,SECTORAL_PORTFOLIO,BUY,215,742.37,INR
IN004744,ICICIBANK,ICICI Bank,NSE,FINANCE,12-06-2023,935.34,976.34,912.81,948.87,920.34,3310251,119374.51,53.28,13.47,3.429,0.699,1074.77,897.46,3.5,NIFTY50_PORTFOLIO,HOLD,249,1025.93,INR
IN000127,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,12-06-2023,284.55,284.88,267.61,269.68,261.04,4266858,259304.77,35.31,8.46,1.147,1.73,366.19,200.68,2.3,NIFTY50_PORTFOLIO,SELL,137,276.68,INR
IN000944,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,12-06-2023,274.37,293.23,272,274.37,285.88,2536114,225823.11,77.61,4.21,2.821,1.357,374.26,210.16,2.3,MIDCAP_PORTFOLIO,HOLD,1125,254.82,INR
IN000955,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,12-06-2023,281.49,287.18,258.63,266.05,272.54,2563856,198645.48,32.87,2.34,3.397,0.919,380.94,234.21,0,SECTORAL_PORTFOLIO,HOLD,429,260.06,INR
IN001003,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,12-06-2023,284.25,290.24,275.53,279.29,284.39,3167164,18471.78,14.66,8.39,2.037,0.755,365.51,197.13,1.2,MIDCAP_PORTFOLIO,SELL,1455,252.82,INR
IN001325,WIPRO,Wipro,BSE,TECHNOLOGY,12-06-2023,484.06,522.31,470.37,515.5,530.31,2271475,147610.39,38.92,7.05,1.87,1.802,551.37,396.33,1.2,MIDCAP_PORTFOLIO,BUY,1894,461.13,INR
IN001352,WIPRO,Wipro,BSE,TECHNOLOGY,12-06-2023,515.8,518.11,515.47,516.32,534.22,1826116,249249.31,13.11,10.68,1.87,1.916,597.42,459.23,2.3,NIFTY50_PORTFOLIO,BUY,40,559.63,INR
IN003090,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,02-07-2023,2742.26,2750.26,2613.54,2668.01,2627.24,1612256,1575145.66,11.85,9.75,1.261,1.165,3636.55,2048.09,3.5,MIDCAP_PORTFOLIO,BUY,589,2887.43,INR
IN003093,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,02-07-2023,2764.08,2819.95,2670.42,2729.32,2778.37,2197538,1705681.43,37.39,11.31,2.683,1.12,3853.45,2561.36,2.3,SECTORAL_PORTFOLIO,BUY,711,2777.49,INR
IN004614,HINDUNILVR,Hindustan Unilever,NSE,FMCG,02-07-2023,2532.76,2553.08,2469.57,2502.3,2435.45,4680439,1387675.89,47.08,8.88,2.026,1.28,2802.97,2204.14,2.3,NIFTY50_PORTFOLIO,SELL,1411,2142.16,INR
IN004615,HINDUNILVR,Hindustan Unilever,NSE,FMCG,02-07-2023,2613.31,2695.93,2536.23,2655.02,2582.17,3761686,2438124.3,71.69,10.8,0.766,1.787,3375.58,1787.48,3.5,SECTORAL_PORTFOLIO,BUY,1372,2559.54,INR
IN002688,INFY,Infosys,NSE,TECHNOLOGY,03-07-2023,1437.25,1469.1,1391.63,1433.54,1425.85,1540585,794242.47,29.65,12.48,1.888,1.346,2009.71,1353.62,5.1,MIDCAP_PORTFOLIO,BUY,1610,1641.84,INR
IN002724,INFY,Infosys,NSE,TECHNOLOGY,03-07-2023,1440.07,1442.13,1388.56,1390.87,1355.24,1293088,794242.47,62.31,13.44,1.389,1.395,1894.38,1259.11,1.2,NIFTY50_PORTFOLIO,HOLD,525,1226.31,INR
IN002733,INFY,Infosys,NSE,TECHNOLOGY,03-07-2023,1520.29,1552.41,1515.43,1516.19,1536.11,3434106,495357.81,42.72,9.88,1.888,1.507,1631.72,1223.1,0,MIDCAP_PORTFOLIO,BUY,269,1513.48,INR
IN002797,INFY,Infosys,NSE,TECHNOLOGY,03-07-2023,1456.96,1489.91,1422.51,1458.18,1409.31,2254817,1029521.8,19.84,1.54,3.569,1.662,1980.8,1404.46,0.5,NIFTY50_PORTFOLIO,BUY,1881,1503.9,INR
IN002824,INFY,Infosys,NSE,TECHNOLOGY,03-07-2023,1517.43,1528.69,1481.85,1515.15,1559.73,647783,357432.42,70.2,7.75,2.518,0.864,1749.23,1409.46,1.2,SECTORAL_PORTFOLIO,BUY,731,1621.98,INR
IN002983,INFY,Infosys,NSE,TECHNOLOGY,03-07-2023,1463.52,1539.11,1457.46,1501.57,1531.37,2729269,685362.49,20.2,9.45,0.19,1.139,1714.78,1112.73,0.5,NIFTY50_PORTFOLIO,BUY,1354,1584.94,INR
IN002990,INFY,Infosys,NSE,TECHNOLOGY,03-07-2023,1446.19,1494.11,1409.84,1460.17,1419.08,2155489,218303.4,39.855,14.05,0.391,1.536,1955.58,1239.08,0,NIFTY50_PORTFOLIO,BUY,1899,1801.56,INR
IN003714,NTPC,NTPC Limited,NSE,UTILITIES,03-07-2023,360.93,379.71,359.25,372.77,374.52,4377214,243112.62,62.27,14.15,1.818,1.454,438.92,298.87,1.2,SECTORAL_PORTFOLIO,SELL,1853,419.03,INR
IN004483,AXISBANK,Axis Bank,BSE,FINANCE,04-07-2023,1124.09,1130.25,1068.86,1079.08,1038.04,2310305,333639.69,58,8.51,2.878,1.149,1331.7,920.94,0,SECTORAL_PORTFOLIO,BUY,509,1254.85,INR
IN004497,AXISBANK,Axis Bank,BSE,FINANCE,04-07-2023,1106.64,1119.87,1016.42,1036.26,1056.25,4479071,667450.49,75.91,9.92,3.556,1.319,1159.56,983.08,0,SECTORAL_PORTFOLIO,BUY,879,1199.59,INR
IN004502,AXISBANK,Axis Bank,BSE,FINANCE,04-07-2023,1097.75,1117.59,1001.34,1028.59,1055.31,542659,575629.22,44.61,13.61,2.302,0.858,1178.91,1014.68,5.1,SECTORAL_PORTFOLIO,BUY,1354,854.32,INR
IN002043,HDFCBANK,HDFC Bank,NSE,FINANCE,06-07-2023,1670.22,1768.52,1620.29,1749.5,1691.58,4774422,1112503.26,37.16,2.51,1.17,0.82,1749.5,1336.06,0.5,NIFTY50_PORTFOLIO,SELL,1264,1589.95,INR
IN002046,HDFCBANK,HDFC Bank,NSE,FINANCE,06-07-2023,1641.11,1769.42,1602.78,1739.02,1791.73,4199277,1209115.98,32.94,2.79,1.122,1.344,1739.02,1229.17,1.2,SECTORAL_PORTFOLIO,BUY,1335,1770.45,INR
IN002080,HDFCBANK,HDFC Bank,NSE,FINANCE,06-07-2023,1576.3,1659.33,1564.47,1623.35,1570.48,2398910,525450.51,47.77,12.33,2.611,0.553,1723.82,1357.9,0.5,MIDCAP_PORTFOLIO,BUY,887,1502.21,INR
IN004490,NESTLEIND,Nestle India,BSE,FMCG,06-07-2023,21916.24,22572.89,21021.06,21151.18,20805.55,4288664,10501287.67,45.75,14.08,3.145,1.963,29995.45,18083.13,3.5,MIDCAP_PORTFOLIO,HOLD,1507,17675.85,INR
IN004423,TITAN,Titan Company,BSE,CONSUMER GOODS,06-07-2023,3268.31,3311.93,3008.56,3075.61,3148.3,413891,1833035.46,35.7,14.3,2.122,1.001,4218.31,2981.72,3.5,MIDCAP_PORTFOLIO,HOLD,1090,3465.22,INR
IN004430,TITAN,Titan Company,BSE,CONSUMER GOODS,06-07-2023,3543.5,3591.57,3370.48,3381.75,3365.29,2389908.5,1047134.87,55.03,7.88,3.189,1.16,4349.92,2115.45,3.5,SECTORAL_PORTFOLIO,HOLD,1431,3521.21,INR
IN001833,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,07-07-2023,2887.23,3115.42,2844.21,2887.23,3023.66,4944797,1998262.15,42.37,7.6,2.299,1.897,3877.78,2215.74,0.5,MIDCAP_PORTFOLIO,BUY,865,2449.23,INR
IN001837,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,07-07-2023,2948.52,2949.31,2788.37,2865.79,2824.25,2530314,2050811.95,45.73,4.12,1.559,1.244,4193.84,2137.71,0.5,SECTORAL_PORTFOLIO,SELL,837,3201.65,INR
IN001868,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,07-07-2023,3051.83,3084.01,2919.17,2982.19,2865.66,3777360,1583748.83,36.66,11.48,1.074,0.487,4044.24,1984.76,2.3,MIDCAP_PORTFOLIO,BUY,1712,3449.96,INR
IN002039,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,07-07-2023,1478.96,1499.8,1441.53,1481.02,1511.4,192140,847567.58,35.28,3.27,3.626,1.885,1781.5,1368.6,2.3,NIFTY50_PORTFOLIO,BUY,1727,1288.41,INR
IN002047,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,07-07-2023,1528.37,1606.2,1514.55,1591.07,1563.44,4782581,827585.23,10.57,7.93,1.462,1.778,1775.82,1225,0.5,MIDCAP_PORTFOLIO,BUY,1561,1349.63,INR
IN002078,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,07-07-2023,1492.54,1552.21,1481.86,1527.48,1497.87,2732885,1447563.13,39.61,12.16,0.83,1.152,1670.32,1110.17,1.2,MIDCAP_PORTFOLIO,SELL,614,1562.45,INR
IN002432,RELIANCE,Reliance Industries,NSE,ENERGY,07-07-2023,2117.47,2192.72,2089.25,2181.88,2153.74,3055103,1860256.15,55.95,3.47,3.932,1.144,2991.95,1374.34,5.1,SECTORAL_PORTFOLIO,HOLD,367,1870.29,INR
IN001656,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,08-07-2023,3127.22,3183.39,3071.84,3153.3,3230.74,3403051,456581.98,71.46,11.8,1.403,1.209,3326.36,2583.38,3.5,NIFTY50_PORTFOLIO,BUY,1992,2728.5,INR
IN001724,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,08-07-2023,2996.22,3044.36,2909.62,2917.08,2963.9,4696040,2121941.46,75.3,1.01,3.978,1.01,3192.28,2691.27,5.1,MIDCAP_PORTFOLIO,BUY,1971,3339.19,INR
IN001792,ASIANPAINT,Asian Paints,BSE,CONSUMER GOODS,08-07-2023,3102.63,3176.76,3030.65,3074.6,2998.76,3910342,2636643.78,72.14,4.33,0.133,1.489,4150.17,1959.84,2.3,SECTORAL_PORTFOLIO,HOLD,1971,3287.31,INR
IN001163,ICICIBANK,ICICI Bank,NSE,FINANCE,08-07-2023,916.08,942.17,910.95,916.08,945.34,955751,232034.88,12.87,5.82,2.565,1.009,1106.36,600.47,1.2,SECTORAL_PORTFOLIO,BUY,255,1063.73,INR
IN001597,INFY,Infosys,NSE,TECHNOLOGY,08-07-2023,1539.13,1575.12,1509.23,1531.89,1561.61,2067772,782976.06,20.49,3.67,0.416,1.11,1817.63,1416.34,2.3,NIFTY50_PORTFOLIO,BUY,1404,1610.63,INR
IN001641,INFY,Infosys,NSE,TECHNOLOGY,08-07-2023,1530.89,1545.38,1417.5,1530.89,1426.58,3587019,1095217.52,39.855,11.7,0.393,0.574,2072.88,1148.72,2.3,NIFTY50_PORTFOLIO,HOLD,1071,1302.86,INR
IN000259,RELIANCE,Reliance Industries,NSE,ENERGY,08-07-2023,2134.92,2294.04,2091.09,2270.41,2203.66,1182233,811498.85,44.76,3.51,0.269,1.144,2703.28,1659.62,1.2,MIDCAP_PORTFOLIO,BUY,1089,2444.78,INR
IN000264,RELIANCE,Reliance Industries,NSE,ENERGY,08-07-2023,2103.33,2136.59,1969.9,1984.24,2042.91,1114404,864182,30.83,7.23,2.134,1.619,3031.39,1575.06,2.3,MIDCAP_PORTFOLIO,BUY,1597,2132.78,INR
IN000279,RELIANCE,Reliance Industries,NSE,ENERGY,08-07-2023,2252.92,2260.44,2044.99,2106.44,2175.39,3240809,1884327.25,70.36,4.85,3.53,1.653,3023.31,1694.87,3.5,MIDCAP_PORTFOLIO,HOLD,877,2540.23,INR
IN004213,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,09-07-2023,1442.43,1496.52,1403.81,1480.91,1445.73,2411753,187668.37,58.78,12.33,0.39,1.221,1608.02,1094.11,3.5,MIDCAP_PORTFOLIO,BUY,324,1380.01,INR
IN000317,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,09-07-2023,1253.09,1317.63,1237.85,1281.4,1283.92,2480145,550923.18,46.88,8.27,1.66,1.584,1338.18,949.5,2.3,MIDCAP_PORTFOLIO,BUY,1004,1007.03,INR
IN000325,SUNPHARMA,Sun Pharmaceutical,BSE,PHARMACEUTICALS,09-07-2023,1158.67,1173.35,1092.3,1092.96,1124.3,2616174,319921.88,46.88,2.04,2.316,1.809,1380.35,728.24,1.2,MIDCAP_PORTFOLIO,HOLD,1010,1489.71,INR
IN004663,NESTLEIND,Nestle India,BSE,FMCG,11-07-2023,21555.06,22822.45,21340.31,22546.7,21925.48,1274965,15939152.65,67.32,7.16,3.456,1.534,25105.84,18679.23,0.5,MIDCAP_PORTFOLIO,BUY,343,27479.37,INR
IN004676,NESTLEIND,Nestle India,BSE,FMCG,11-07-2023,21106.41,22715.42,20624.62,22189.7,22531,1704370,18564393.69,28.34,8.27,1.074,1.643,23271.03,14759.09,0.5,SECTORAL_PORTFOLIO,BUY,782,18482.66,INR
IN004688,NESTLEIND,Nestle India,BSE,FMCG,11-07-2023,22457.12,23091.63,22172.79,22416.3,22024.88,4335486,10759084.95,59.69,2.71,0.186,1.248,29393.56,15822.4,2.3,NIFTY50_PORTFOLIO,BUY,1182,22689.59,INR
IN004689,NESTLEIND,Nestle India,BSE,FMCG,11-07-2023,21962.63,22339.92,21702.58,21733.05,22219.42,1717165,12126667.28,16.13,8.27,0.75,1.875,26706.03,19605.51,1.2,NIFTY50_PORTFOLIO,HOLD,751,26896.63,INR
IN004843,NESTLEIND,Nestle India,BSE,FMCG,11-07-2023,22464.17,23517.6,22345.26,22963.36,23696.25,1391264,15053381.3,30.38,10.83,3.75,0.851,25069.41,15977.51,3.5,MIDCAP_PORTFOLIO,BUY,1293,25244.26,INR
IN004881,NESTLEIND,Nestle India,BSE,FMCG,11-07-2023,21814.7,22043.18,20372.36,20590.08,20703.36,4331309,7139392.87,42.39,12.69,0.285,0.527,24227.85,16816.04,1.2,NIFTY50_PORTFOLIO,BUY,241,23191.8,INR
IN004244,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,11-07-2023,271.46,272.05,268.13,269.98,279.19,1445926,167075.16,23.04,4.4,1.952,1.051,375.31,185.34,0,SECTORAL_PORTFOLIO,BUY,693,322.52,INR
IN004258,ONGC,Oil & Natural Gas Corp,NSE,ENERGY,11-07-2023,291.24,303.94,282.64,302.72,307.49,4936440,75617.65,52.2,3.66,2.884,1.019,340.27,230.25,2.3,NIFTY50_PORTFOLIO,BUY,129,296.74,INR
IN001838,SBIN,State Bank of India,NSE,FINANCE,11-07-2023,599.23,613.01,590.36,609.56,620.55,3755502,289399.815,40.36,8.26,0.097,0.671,645.32,401.98,2.3,NIFTY50_PORTFOLIO,BUY,432,604.45,INR
IN000489,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,12-07-2023,2741.9,2780.78,2534.41,2552.24,2462.71,4625731,1749701.71,47.35,12.04,3.745,1.153,2958.55,1795.83,3.5,NIFTY50_PORTFOLIO,BUY,1079,2355.91,INR
IN000565,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,12-07-2023,2759.44,2939.38,2742.43,2893.28,2949.26,3561003,1454238.41,69.19,2.48,3.081,1.135,3121.91,2352.7,1.2,MIDCAP_PORTFOLIO,BUY,506,2322.43,INR
IN000567,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,12-07-2023,2721.01,2741.97,2541.03,2544.65,2453.23,2747262,238887.66,47.22,12.89,2.109,1.522,3111.03,2083.65,3.5,MIDCAP_PORTFOLIO,BUY,1832,3421.54,INR
IN000589,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,12-07-2023,2832.74,2884.86,2718.83,2832.74,2760.38,4137850,2753172.51,48.92,11.88,2.391,1.965,3457.3,2271.77,5.1,SECTORAL_PORTFOLIO,SELL,883,3380.89,INR
IN000596,ADANIENT,Adani Enterprises,NSE,CONGLOMERATE,12-07-2023,2728.95,2729.68,2591.82,2667.44,2577.71,2762756,580433.94,29.63,12.85,0.663,1.306,3143.46,2520.24,5.1,NIFTY50_PORTFOLIO,SELL,1389,3275.99,INR
IN003946,BAJFINANCE,Bajaj Finance,NSE,NBFC,12-07-2023,6817.48,7287.91,6799.2,7221.48,7034.77,2157562,3313556.1,16.06,13.2,0.721,1.116,9506.48,4225.43,5.1,NIFTY50_PORTFOLIO,BUY,1154,5724.39,INR
IN000167,HCLTECH,HCL Technologies,NSE,TECHNOLOGY,12-07-2023,1434.47,1480.38,1397.26,1456.1,1454.17,2337811,868955.19,41.4,1.4,3.48,1.221,2026.4,1268.71,1.2,NIFTY50_PORTFOLIO,HOLD,584,1503.32,INR
