trade_id,ticker,company_name,exchange,sector,trade_date,open_price_inr,high_price_inr,low_price_inr,close_price_inr,prev_close_inr,volume,market_cap_cr,pe_ratio,pb_ratio,dividend_yield,beta,52w_high_inr,52w_low_inr,nifty50_weight,portfolio,analyst_rating,shares_held,purchase_price_inr,currency,broker_notes,data_feed
IN002902,MARUTI,Maruti Suzuki,BSE,Automobile,2021-06-30,9623.57,9848.26,8870.42,8982.41,9167.04,1132569.0,1174716.5,23.01,12.67,0.444,0.876,11064.58,8890.61,0.0,Midcap_Portfolio,Hold,203.0,12295.37,INR,,
IN002609,TCS,Tata Consultancy Services,NSE,Technology,2020-03-25,3375.27,3665.57,3361.8,3587.38,3638.79,4633302.0,,26.63,14.48,0.261,1.72,4261.97,2942.03,2.3,Sectoral_Portfolio,,1778.0,3159.18,INR,,
IN004722,MARUTI,Maruti Suzuki,BSE,Automobile,2020-11-11,10128.54,10147.14,9547.45,9597.22,9896.1,3159305.0,6858434.45,36.41,11.21,0.242,0.434,13232.75,7404.2,1.2,Sectoral_Portfolio,Underperform,969.0,11344.25,INR,,
IN003864,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2021-09-21,3006.52,3205.43,2999.44,3205.39,3268.12,506435.0,2409037.71,9.48,11.13,0.101,1.995,3586.16,2000.29,1.2,Midcap_Portfolio,Strong Buy,1925.0,2449.58,INR,,
IN002734,TCS,Tata Consultancy Services,NSE,Technology,2024-08-30,3339.55,3413.91,3103.41,3107.17,3196.98,4923302.0,1858089.8,36.81,9.8,,0.684,4183.42,2155.93,5.1,Midcap_Portfolio,Buy,1990.0,3454.7,INR,,
IN001896,TITAN,Titan Company,BSE,Consumer Goods,2021-03-29,3347.71,3387.92,3305.94,3342.45,3424.15,1325405.0,806461.3,53.06,13.67,3.835,,3636.12,2151.77,,Midcap_Portfolio,Strong Buy,1977.0,3719.67,INR,,
IN000570,ICICIBANK,ICICI Bank,NSE,Banking,2024-04-08,912.56,921.82,887.46,892.01,886.14,1371790.0,634374.16,54.38,1.13,1.521,1.917,1201.79,578.45,0.0,Midcap_Portfolio,Hold,913.0,1057.29,INR,,
IN001817,INFY,Infosys,NSE,Technology,2020-08-11,1464.76,1524.69,1458.78,1483.54,1506.73,4469115.0,264042.64,72.21,5.77,2.447,1.113,1811.83,1391.26,0.0,Nifty50_Portfolio,Buy,1579.0,1831.18,INR,,
IN002066,TECHM,Tech Mahindra,NSE,Technology,2023-02-15,1301.71,1391.29,1288.49,1352.57,1321.35,4099333.0,384194.32,10.48,12.93,1.14,1.947,1622.37,1070.07,1.2,Midcap_Portfolio,Hold,759.0,1461.98,INR,,
IN000128,ONGC,Oil & Natural Gas Corp,NSE,,2022-08-08,275.71,279.8,270.82,278.27,285.33,4845613.0,,-5.0,10.54,1.853,1.333,334.25,250.34,0.0,Midcap_Portfolio,Sell,32.0,337.93,INR,,
IN003395,TITAN,Titan Company,BSE,,2022-06-28,3417.23,3421.81,3211.02,3239.86,3208.31,1494551.0,344137.13,46.68,6.66,1.14,1.675,3839.07,2348.4,1.2,Midcap_Portfolio,Buy,1856.0,2983.45,INR,,
IN003328,TCS,Tata Consultancy Services,NSE,Technology,2021-11-26,3402.15,3487.43,3292.94,3330.75,3331.15,2373145.0,3424607.11,54.06,7.28,0.037,0.482,3830.95,2210.86,0.5,Nifty50_Portfolio,Buy,754.0,3690.79,INR,,
IN001709,AXISBANK,Axis Bank,BSE,Banking,2023-06-29,1078.16,1103.45,1002.97,1025.31,995.28,848229.0,79089.83,67.25,12.29,0.9,0.509,1327.28,1018.66,3.5,Sectoral_Portfolio,Buy,556.0,910.92,INR,,
IN002976,HCLTECH,HCL Technologies,NSE,Technology,2022-03-10,1499.87,1529.58,1478.22,1527.97,1525.29,,1154751.24,27.91,7.68,2.408,1.971,1871.09,1254.52,0.5,Sectoral_Portfolio,Buy,1328.0,1564.88,INR,,
IN000981,BAJFINANCE,Bajaj Finance,NSE,fmcg,2022-06-09,7116.63,7166.38,6643.25,6844.52,7105.14,3058498.0,940243.35,9.1,7.11,,,7775.25,6569.99,5.1,Sectoral_Portfolio,Hold,1109.0,5977.42,INR,,
IN002301,WIPRO,Wipro,BSE,Technology,2023-10-06,507.62,538.46,502.29,534.75,545.34,2171281.0,195813.64,59.86,7.6,0.04,0.639,659.04,302.34,1.2,Midcap_Portfolio,Hold,781.0,594.17,INR,,
IN000191,BAJFINANCE,Bajaj Finance,NSE,NBFC,2023-06-16,6716.03,6871.25,6445.91,6582.34,6601.04,4692566.0,6205041.83,,12.08,1.426,0.471,9181.48,5151.08,5.1,Nifty50_Portfolio,Hold,484.0,6185.67,INR,,
IN001140,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2024-10-24,2500.89,2582.06,2438.09,2537.37,2597.85,3021047.0,2467707.6,22.8,11.58,2.026,1.403,3148.05,2258.69,3.5,Sectoral_Portfolio,Strong Buy,770.0,2359.61,INR,,
IN000700,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2021-03-29,1205.7,1288.34,1203.84,1268.47,1317.06,4914492.0,847716.26,73.83,13.1,2.799,,1267.41,997.57,3.5,Midcap_Portfolio,Buy,698.0,1073.48,INR,,
IN004859,POWERGRID,Power Grid Corporation,BSE,Utilities,2023-03-29,241.33,246.51,229.05,232.31,235.62,2427085.0,191327.27,54.44,10.91,3.827,0.467,333.11,181.54,1.2,Midcap_Portfolio,,1068.0,251.62,INR,,
IN000607,SBIN,State Bank of India,NSE,Banking,2021-07-08,629.37,637.38,586.71,588.53,580.97,2802460.0,472028.26,73.85,7.52,0.372,1.192,643.05,520.0,2.3,Midcap_Portfolio,Hold,518.0,648.93,INR,,
IN004277,ADANIENT,Adani Enterprises,NSE,Conglomerate,2024-04-02,2682.7,2723.02,2479.42,2500.81,2483.73,3294680.0,1984782.86,73.62,13.7,0.789,1.814,3853.29,2195.77,3.5,Midcap_Portfolio,Strong Buy,1810.0,2548.04,INR,,
IN000302,INFY,Infosys,NSE,Technology,19-01-2021,1566.12,1598.41,1496.68,1535.46,1563.4,336619.0,1499974.35,21.08,6.13,2.09,0.891,1747.97,1305.49,2.3,Midcap_Portfolio,Underperform,32.0,1665.71,INR,,
IN003421,NTPC,NTPC Limited,NSE,,2022-01-17,334.99,341.5,321.36,324.53,332.08,,232487.89,26.27,11.06,,1.86,421.06,256.58,5.1,Nifty50_Portfolio,Buy,558.0,296.58,INR,,
IN004899,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2024-03-19,2602.66,2690.42,2532.08,2626.55,2523.15,1653835.0,414533.21,39.74,1.14,2.58,1.995,3188.39,2094.05,0.5,Nifty50_Portfolio,Strong Buy,146.0,2618.38,INR,,
IN001061,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2022-08-04,1781.45,1843.09,1739.27,1798.05,1840.01,2976355.0,918242.94,36.62,9.95,2.498,0.682,2430.01,1535.29,2.3,Nifty50_Portfolio,Strong Buy,1378.0,1861.24,INR,,
IN002566,TECHM,Tech Mahindra,NSE,Technology,2024-06-05,1280.44,1331.01,1243.96,,1336.14,,401290.35,76.47,12.6,0.532,1.288,1753.19,789.01,2.3,Midcap_Portfolio,Sell,681.0,1024.23,INR,,
IN002641,ADANIENT,Adani Enterprises,NSE,Conglomerate,2022-07-26,2756.67,2827.74,2685.18,2824.98,2910.32,3703188.0,491974.13,,4.39,0.018,,3917.48,2275.88,0.5,Nifty50_Portfolio,Hold,1226.0,2672.1,INR,,
IN001070,POWERGRID,Power Grid Corporation,BSE,Utilities,2020-05-25,240.28,260.2,236.11,256.31,257.91,3928785.0,240312.94,38.69,5.18,0.605,1.016,281.89,221.17,3.5,Sectoral_Portfolio,,1974.0,277.93,INR,,
IN002525,TITAN,Titan Company,BSE,Consumer Goods,2024-12-19,3286.08,3304.21,3026.65,3067.56,3059.91,2267435.0,2186357.92,10.95,8.77,0.119,0.826,4261.65,2649.99,3.5,Nifty50_Portfolio,Buy,596.0,2748.13,INR,,
IN002206,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2020-06-04,9138.55,9729.26,8931.5,9714.72,9588.3,1748638.0,5875972.75,15.94,5.87,2.263,1.555,13053.57,7470.95,1.2,Nifty50_Portfolio,Hold,306.0,9308.82,INR,,
IN001244,TECHM,Tech Mahindra,NSE,Technology,2021-04-14,1270.44,1328.21,1245.93,1322.5,1317.2,384547.0,786547.08,71.14,,3.125,1.837,1614.04,864.92,0.0,Midcap_Portfolio,Hold,1277.0,1616.5,INR,,
IN000017,HDFCBANK,HDFC Bank,NSE,Banking,2023-11-10,1575.24,1616.39,1478.6,1519.93,1482.24,2223113.0,1581808.52,33.44,4.52,1.828,1.653,1784.6,1202.27,1.2,Midcap_Portfolio,Buy,1810.0,1483.15,INR,,
IN003121,LT,Larsen & Toubro,NSE,,2022-04-21,3140.93,3183.03,2932.03,2986.3,2918.33,3906843.0,1211678.63,,99999.0,3.856,1.571,3976.46,2056.29,2.3,Nifty50_Portfolio,Hold,1405.0,3727.02,INR,,
IN004643,TCS,Tata Consultancy Services,NSE,Technology,2024-04-03,3644.48,3760.19,3598.61,3663.67,3784.77,2122816.0,2944321.81,79.92,7.87,2.818,1.763,4220.64,2236.66,5.1,Sectoral_Portfolio,Buy,1592.0,3169.25,INR,,
IN004755,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2021-11-09,1815.56,1952.45,1803.12,1936.69,1970.77,727224.0,897391.85,23.59,,1.343,0.999,1958.27,1227.37,0.0,Nifty50_Portfolio,Hold,735.0,1713.15,INR,,
IN000816,HCLTECH,HCL Technologies,NSE,Technology,2023-09-27,1556.27,1564.52,1468.22,1471.92,1451.0,1636536.0,470569.84,25.1,9.29,2.305,1.512,1627.18,1242.23,5.1,Nifty50_Portfolio,Buy,788.0,1588.68,INR,,
IN003068,ICICIBANK,ICICI Bank,NSE,Banking,2023-11-23,981.88,989.88,928.55,946.94,945.48,,943406.77,45.49,1.24,1.726,1.466,1076.91,845.78,3.5,Nifty50_Portfolio,Strong Buy,936.0,1036.81,INR,,
IN004863,WIPRO,Wipro,BSE,Technology,2022-04-11,485.47,497.1,471.09,485.92,473.6,241852.0,40481.72,18.23,14.15,0.011,1.27,665.91,322.97,0.5,Midcap_Portfolio,Buy,827.0,380.29,INR,,
IN000960,TITAN,Titan Company,BSE,Consumer Goods,2020-06-08,3306.75,3400.49,3131.3,,3090.52,159615.0,2069414.21,,13.05,0.902,0.681,4670.57,2420.46,1.2,Sectoral_Portfolio,Strong Buy,108.0,3057.74,INR,,
IN000226,TECHM,Tech Mahindra,NSE,Technology,2021-11-29,1317.98,1353.68,1203.29,1234.26,1283.3,3656006.0,1281502.27,68.44,3.28,3.511,1.404,1686.33,943.75,0.5,Sectoral_Portfolio,Hold,1929.0,1470.89,INR,,
IN003355,HCLTECH,HCL Technologies,NSE,Technology,2024-05-08,1514.05,1553.48,1448.52,1479.58,1522.82,2016927.0,510761.2,,9.91,1.775,0.906,1703.32,1383.9,0.0,Midcap_Portfolio,Sell,807.0,1428.47,INR,,
IN002486,TCS,Tata Consultancy Services,NSE,fmcg,2024-06-28,3525.88,3554.36,3316.16,3342.39,3350.92,1766313.0,3247586.85,44.81,,2.24,0.77,4007.23,2654.05,0.0,Midcap_Portfolio,Strong Buy,307.0,4184.37,INR,,
IN000563,NTPC,NTPC Limited,NSE,Utilities,2021-02-15,352.93,362.35,344.44,354.81,347.21,3129235.0,271436.19,64.55,,2.21,1.155,427.97,327.26,0.5,Sectoral_Portfolio,Buy,1705.0,288.74,INR,,
IN003437,sbin,State Bank of India,NSE,Banking,2020-03-09,611.85,654.09,596.41,644.87,652.56,1366891.0,384670.11,11.56,1.72,0.642,0.873,642.06,379.47,2.3,Nifty50_Portfolio,Hold,1937.0,709.77,INR,,
IN001694,BHARTIARTL,Bharti Airtel,NSE,Telecom,2023-12-15,931.4,974.45,920.4,963.05,971.33,1042555.0,80880.68,71.22,3.71,,1.51,991.98,836.86,0.0,Midcap_Portfolio,Hold,66.0,747.41,INR,,
IN001046,ASIANPAINT,Asian Paints,BSE,,2020-03-24,2990.02,3120.55,2913.12,3080.85,3175.21,174825.0,,77.64,11.22,1.655,0.447,3996.09,2452.59,5.1,Sectoral_Portfolio,Buy,1870.0,2467.9,INR,,
IN003447,HINDUNILVR,Hindustan Unilever,NSE,FMCG,2020-12-29,2477.19,2673.26,2446.24,2633.65,2537.35,4071235.0,1315163.33,56.68,13.11,0.097,0.726,3338.44,2306.5,0.0,Sectoral_Portfolio,Buy,537.0,2608.81,INR,,
IN004566,TECHM,Tech Mahindra,NSE,Technology,2021-05-06,1346.53,1385.86,1310.53,1367.84,1421.68,1051765.0,92173.94,79.05,7.98,1.074,0.843,1482.1,816.92,0.5,Midcap_Portfolio,Sell,1273.0,1013.39,INR,,
IN000955,ONGC,Oil & Natural Gas Corp,NSE,Energy,2024-01-17,281.49,287.18,258.63,266.05,272.54,2563856.0,198645.48,32.87,2.34,3.397,0.919,380.94,234.21,0.0,Sectoral_Portfolio,Hold,429.0,260.06,INR,,
IN002378,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2023-01-12,1816.69,1909.98,1790.08,1861.93,1870.6,4974536.0,931532.77,,10.0,0.181,0.648,2009.18,1507.22,2.3,Sectoral_Portfolio,Hold,407.0,1614.96,INR,,
IN002736,SUNPHARMA,Sun Pharmaceutical,BSE,,2023-09-14,1251.01,1263.66,1219.89,1220.14,1256.4,1606858.0,137826.78,67.38,,3.37,0.966,1679.51,955.45,0.5,Midcap_Portfolio,Hold,882.0,1247.25,INR,,
IN004983,RELIANCE,Reliance Industries,NSE,,2024-06-27,2162.67,2340.4,2128.55,2309.97,2237.65,2674095.0,1443012.37,23.94,12.9,,0.59,2730.43,1457.95,5.1,Midcap_Portfolio,Buy,697.0,2640.65,INR,,
IN004736,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2020-08-05,1826.61,1912.95,1789.15,1902.58,1934.17,2823676.0,,,14.74,0.106,,2404.11,1188.94,1.2,Midcap_Portfolio,Underperform,727.0,1442.07,INR,,
IN004902,SBIN,State Bank of India,NSE,Banking,2023-01-05,581.85,620.12,564.62,606.47,596.62,1959235.0,211324.6,68.8,1.16,3.079,1.372,744.8,497.74,0.0,Midcap_Portfolio,Buy,1487.0,525.35,INR,,
IN001219,TITAN,Titan Company,BSE,Consumer Goods,2024-01-10,3269.02,3286.99,3040.85,3054.07,2964.24,179682.0,2979535.03,,6.14,,1.762,4078.04,3187.06,2.3,Nifty50_Portfolio,Hold,658.0,3296.08,INR,,
IN001528,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2023-01-09,1751.73,1843.1,1729.41,1834.79,1869.64,3010861.0,1193695.66,,7.67,2.349,1.346,2343.22,1362.86,0.0,Sectoral_Portfolio,Hold,1585.0,2224.99,INR,,
IN003988,HDFCBANK,HDFC Bank,NSE,Banking,2024-06-28,1649.56,1772.63,1619.34,1757.04,1717.35,3224294.0,179250.85,11.04,,2.43,1.852,1870.26,1041.56,,Midcap_Portfolio,,325.0,1864.56,INR,,
IN001301,SUNPHARMA,Sun Pharmaceutical,BSE,Pharma,2023-08-29,1150.96,1184.07,1053.65,1074.49,1083.13,2761153.0,792163.33,28.07,1.8,1.132,0.846,1324.09,958.75,3.5,Sectoral_Portfolio,Buy,208.0,1217.83,INR,,
IN004971,MARUTI,Maruti Suzuki,BSE,Automobile,2021-10-29,9698.03,10105.39,9675.4,9870.16,10176.58,4767771.0,9217491.77,60.2,12.92,2.374,1.82,13580.5,7394.43,5.1,Sectoral_Portfolio,Buy,1696.0,10535.18,INR,,
IN000161,AXISBANK,Axis Bank,BSE,Banking,2022-08-16,1103.16,1201.43,1095.0,1175.42,1154.13,,1012816.24,63.42,12.61,0.627,1.215,1394.51,964.22,1.2,Midcap_Portfolio,Strong Buy,1599.0,888.49,INR,,
IN004068,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2022-02-25,2858.92,2890.85,2624.09,,2667.16,2338451.0,2809610.16,46.75,6.08,0.618,,4067.17,2688.37,,Nifty50_Portfolio,Hold,933.0,3159.07,INR,,
IN000957,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2023-04-21,1779.13,1815.58,1697.0,,1790.9,4988316.0,,,2.3,0.58,0.95,2459.99,1481.83,0.5,Nifty50_Portfolio,Buy,1387.0,2111.55,INR,,
IN003792,MARUTI,Maruti Suzuki,BSE,Automobile,2020-08-25,10205.76,10379.97,10033.98,10276.29,10650.92,3314313.0,7986173.45,41.51,1.58,3.587,1.047,12921.35,6353.11,3.5,Sectoral_Portfolio,Hold,351.0,9566.75,INR,,
IN003235,POWERGRID,Power Grid Corporation,BSE,Utilities,2020-12-02,255.34,255.88,235.61,241.65,244.28,2826502.0,31887.52,,1.37,2.241,0.53,316.38,234.1,0.5,Sectoral_Portfolio,,1568.0,295.53,INR,,
IN002870,ASIANPAINT,Asian Paints,BSE,Consumer Goods,2022-11-21,3056.87,3107.55,2817.03,2848.57,2829.45,2143041.0,2058195.94,47.03,,2.293,1.519,3364.41,2279.58,3.5,Nifty50_Portfolio,Strong Buy,1974.0,3065.79,INR,,
IN003778,MARUTI,Maruti Suzuki,BSE,Automobile,2023-01-23,9825.7,10009.94,9474.29,9690.23,10054.49,4453831.0,9017565.45,76.85,2.56,0.53,1.724,11725.4,8006.73,3.5,Sectoral_Portfolio,Buy,1514.0,8951.87,INR,,
IN004434,ULTRACEMCO,UltraTech Cement,BSE,Infrastructure,2021-10-29,9874.27,10029.38,9647.91,,10094.1,3861647.0,1576519.02,74.59,1.62,1.31,0.904,11435.42,8625.41,2.3,Sectoral_Portfolio,Strong Buy,425.0,9113.5,INR,,
IN002962,NTPC,NTPC Limited,NSE,Utilities,2022-01-13,352.33,356.75,324.16,330.87,333.04,115749.0,126238.92,53.05,5.95,2.495,0.831,422.26,262.49,5.1,Sectoral_Portfolio,Hold,1645.0,274.93,INR,,
IN002201,POWERGRID,Power Grid Corporation,BSE,Utilities,2024-12-24,245.57,254.26,239.04,247.9,248.31,366539.0,161868.65,9.96,7.94,3.224,0.469,296.26,150.78,1.2,Nifty50_Portfolio,,291.0,191.9,INR,,
IN000099,MARUTI,Maruti Suzuki,BSE,Automobile,2020-11-03,9570.0,9761.74,9307.38,9685.5,9650.06,2533493.0,7685232.75,19.03,10.16,1.112,1.304,11213.44,8445.17,0.5,Sectoral_Portfolio,Sell,702.0,12372.96,INR,,
IN002558,WIPRO,Wipro,BSE,Technology,2023-08-23,522.64,533.6,495.14,504.51,484.73,1520128.0,345801.12,15.77,8.38,3.852,1.566,662.34,467.57,2.3,Midcap_Portfolio,Strong Buy,155.0,469.87,INR,,
IN003184,RELIANCE,Reliance Industries,NSE,Energy,2020-04-17,2183.89,2222.53,2081.26,2139.94,2155.9,2937064.0,1939835.88,55.11,10.25,1.497,0.922,2503.2,1994.25,0.0,Nifty50_Portfolio,Buy,841.0,2392.06,INR,,
IN000254,NESTLEIND,Nestle India,BSE,,2022-05-03,21053.56,22157.97,20860.25,21769.5,21133.47,4378439.0,21534764.56,23.42,6.01,2.102,1.955,25341.84,15798.99,1.2,Midcap_Portfolio,Hold,1221.0,22418.05,INR,,
IN003924,HDFCBANK,HDFC Bank,NSE,Banking,2022-01-17,1640.37,1751.94,1604.66,1708.26,1679.27,3467840.0,1384758.77,,12.26,2.113,1.47,2103.4,962.8,5.1,Midcap_Portfolio,Sell,832.0,1756.22,INR,,
IN004200,NTPC,NTPC Limited,NSE,Utilities,2024-04-02,350.46,351.14,327.3,335.1,328.24,1064448.0,224872.06,8.15,,3.921,1.834,448.24,259.16,3.5,Sectoral_Portfolio,Buy,1840.0,386.78,INR,,
IN001446,TECHM,Tech Mahindra,NSE,Technology,2021-07-19,1359.73,1451.24,1334.96,1446.23,1424.35,,639864.1,19.34,3.18,0.037,1.841,1777.21,1019.08,3.5,Nifty50_Portfolio,Buy,1726.0,1356.56,INR,,
IN001649,AXISBANK,Axis Bank,BSE,Banking,2022-10-28,1114.14,1202.11,1085.5,1184.27,1227.55,4290219.0,873760.58,14.76,2.53,3.454,1.826,1522.34,822.32,0.5,Sectoral_Portfolio,Buy,1839.0,1216.46,INR,,
IN004683,ONGC,Oil & Natural Gas Corp,NSE,Energy,2024-10-15,279.49,282.21,258.35,265.44,258.42,4215773.0,174390.08,44.02,3.36,2.817,1.82,326.77,207.72,2.3,Midcap_Portfolio,N/A,1584.0,242.6,INR,,
IN004724,HCLTECH,HCL Technologies,NSE,Technology,2023-11-13,1439.24,1458.17,1411.64,1452.34,1423.13,2147028.0,264754.52,48.11,9.9,0.446,1.782,1945.47,1154.17,,Nifty50_Portfolio,Hold,1688.0,1322.57,INR,,
IN003992,NTPC,NTPC Limited,NSE,Utilities,2020-02-13,348.79,349.06,341.64,347.79,338.81,4131819.0,93848.05,36.0,10.96,1.241,1.302,385.09,288.88,0.5,Nifty50_Portfolio,Buy,116.0,431.87,INR,,
IN001697,TITAN,Titan Company,BSE,Consumer Goods,2023-08-08,3506.19,3526.18,3435.55,3462.63,3456.57,1293259.0,1597831.86,,14.34,3.604,,4738.73,2051.41,,Nifty50_Portfolio,Hold,141.0,3773.97,INR,,
IN003192,TCS,Tata Consultancy Services,nse,energy,2024-10-23,3480.28,3575.14,3297.81,3367.83,3385.42,883273.0,3028407.3,51.26,9.65,1.055,,3871.5,3135.84,5.1,Sectoral_Portfolio,Strong Buy,1783.0,3926.0,INR,,
IN004500,RELIANCE,Reliance Industries,NSE,Energy,2020-02-27,2164.85,2248.69,2138.03,2238.43,2297.31,3083245.0,1775021.34,43.13,1.89,2.413,,2958.7,1323.93,1.2,Sectoral_Portfolio,Buy,288.0,2269.74,INR,,
IN001155,RELIANCE,Reliance Industries,NSE,Energy,2021-03-12,2271.47,2327.83,2102.99,2148.55,2118.03,4228387.0,1455273.11,23.38,11.72,1.029,1.168,2989.07,1845.35,0.0,Nifty50_Portfolio,Buy,271.0,2080.38,INR,,
IN002256,BHARTIARTL,Bharti Airtel,NSE,Telecom,2021-10-07,882.3,892.28,809.82,823.07,822.53,2499737.0,635444.77,49.38,13.59,0.961,1.705,1152.67,785.13,0.0,Nifty50_Portfolio,Strong Buy,486.0,1051.44,INR,,
IN001683,BHARTIARTL,Bharti Airtel,NSE,Telecom,2020-01-10,861.5,873.13,858.95,867.83,877.02,2062852.0,256344.8,62.62,10.68,1.996,1.784,963.73,705.59,3.5,Midcap_Portfolio,Strong Buy,1650.0,929.97,INR,,
IN003171,NTPC,NTPC Limited,NSE,Utilities,2024-05-29,352.85,380.29,349.11,371.77,375.36,3565039.0,39175.54,,1.89,0.446,0.901,385.34,275.52,0.5,Nifty50_Portfolio,Sell,628.0,345.01,INR,,
IN002057,INFY,Infosys,NSE,Technology,2020-04-20,1434.33,1514.34,1430.9,1477.19,1459.87,595287.0,328154.23,20.32,3.24,0.81,0.703,2056.56,1319.8,2.3,Sectoral_Portfolio,Sell,413.0,1332.65,INR,,
IN004091,ONGC,Oil & Natural Gas Corp,NSE,Energy,2024-04-18,284.29,284.6,281.59,284.14,279.01,2656089.0,202636.48,64.19,3.47,0.455,1.288,370.88,241.29,,Nifty50_Portfolio,Hold,1967.0,219.95,INR,,
IN003109,KOTAKBANK,Kotak Mahindra Bank,NSE,Banking,2024-10-30,1771.59,1891.68,1755.99,1855.49,1840.96,1513628.0,858293.41,52.47,1.36,2.741,0.906,2501.37,1084.84,2.3,Nifty50_Portfolio,Sell,1909.0,1537.53,INR,,
IN004549,MARUTI,Maruti Suzuki,BSE,Automobile,2022-07-06,10065.03,10630.35,9916.37,10478.34,10266.09,2210413.0,2117936.37,11.53,12.28,0.817,0.47,11272.82,8215.65,2.3,Sectoral_Portfolio,Buy,1132.0,8754.01,INR,,
IN003724,RELIANCE,Reliance Industries,NSE,Energy,2023-07-03,2279.61,2308.81,2225.81,2285.36,2266.66,4944261.0,261990.94,45.86,7.45,2.673,0.895,2906.17,1569.99,5.1,Nifty50_Portfolio,Hold,267.0,2718.24,INR,,
IN002050,SBIN,State Bank of India,NSE,Banking,2022-06-09,595.61,607.59,560.74,,566.87,1678565.0,251594.77,15.19,13.34,0.752,0.763,641.25,568.32,0.0,Sectoral_Portfolio,Buy,1766.0,589.61,INR,,
IN003644,BHARTIARTL,Bharti Airtel,NSE,Telecom,2023-06-30,931.96,1016.88,917.63,,956.4,1020647.0,503292.33,38.39,9.72,3.271,1.74,1171.14,816.23,5.1,Midcap_Portfolio,Buy,939.0,791.14,INR,,
IN004865,LT,Larsen & Toubro,NSE,Infrastructure,2022-02-11,3081.57,3159.16,3021.82,3094.33,3194.74,1074219.0,1505818.72,62.6,10.49,1.642,1.814,3598.14,2078.13,0.0,Nifty50_Portfolio,Buy,239.0,2840.62,INR,,
IN000624,ADANIENT,Adani Enterprises,NSE,Conglomerate,2023-11-06,2711.15,2743.42,2672.05,2742.81,2715.18,4951544.0,1661856.86,60.3,14.48,0.727,1.96,3795.52,1879.39,0.0,Sectoral_Portfolio,Buy,1846.0,2877.21,INR,,
IN000263,BAJFINANCE,Bajaj Finance,NSE,NBFC,2023-01-10,7314.12,7859.49,7124.62,7789.3,7521.53,544915.0,3413411.06,16.6,12.07,3.333,1.819,9357.4,6299.74,0.5,Sectoral_Portfolio,Hold,1332.0,6935.04,INR,,
IN003370,AXISBANK,Axis Bank,BSE,Banking,2021-12-29,1135.82,1146.12,1058.36,1076.63,1080.91,950441.0,196527.04,36.59,3.48,0.9,1.811,1470.99,787.25,0.5,Nifty50_Portfolio,Buy,647.0,1363.46,INR,,
IN004062,ADANIENT,Adani Enterprises,NSE,Conglomerate,2021-07-02,2785.43,2928.78,2775.29,2899.02,2987.72,1582985.0,1683396.91,54.99,,0.637,0.652,3321.07,2369.01,5.1,Midcap_Portfolio,Underperform,962.0,2104.43,INR,,
IN001803,maruti,Maruti Suzuki,BSE,,2024-03-25,9774.12,10055.0,9097.0,,8988.84,2693187.0,9042286.34,61.77,7.54,3.174,0.762,12752.13,7338.85,2.3,Midcap_Portfolio,Hold,982.0,7835.54,INR,,
IN004737,BHARTIARTL,Bharti Airtel,NSE,Telecom,2021-02-12,873.86,898.72,870.68,896.09,861.76,3524551.0,823396.83,54.4,8.57,2.119,0.81,975.59,749.21,3.5,Sectoral_Portfolio,Hold,468.0,759.83,INR,,
IN001460,WIPRO,Wipro,BSE,Technology,2020-05-29,521.69,524.35,483.26,,497.15,1835073.0,336980.53,33.75,2.06,0.74,0.781,578.85,408.1,3.5,Midcap_Portfolio,Underperform,1720.0,469.5,INR,,
IN002386,HCLTECH,HCL Technologies,NSE,Technology,2020-11-13,1564.72,1603.33,1553.97,1585.24,1612.5,117579.0,381083.97,,,3.875,1.569,1964.42,1088.31,0.0,Nifty50_Portfolio,--,478.0,1275.87,INR,,
IN001960,POWERGRID,Power Grid Corporation,BSE,Utilities,2023-11-23,258.68,270.97,255.22,265.0,275.14,207061.0,46309.27,9.37,,1.152,0.44,331.15,189.97,3.5,Midcap_Portfolio,Strong Buy,602.0,248.51,INR,,
IN002977,BAJFINANCE,Bajaj Finance,NSE,NBFC,2021-08-05,6727.1,6953.47,6694.87,,7015.47,4148474.0,6617176.21,9.23,14.5,0.201,0.418,9358.11,6224.81,1.2,Nifty50_Portfolio,Buy,932.0,5614.9,INR,,
IN000489,ADANIENT,Adani Enterprises,NSE,Conglomerate,2023-12-07,2741.9,2780.78,2534.41,2552.24,2462.71,4625731.0,1749701.71,47.35,12.04,3.745,1.153,2958.55,1795.83,3.5,Nifty50_Portfolio,Buy,1079.0,2355.91,INR,,
